2023-06-22,3138
2023-06-23,3123
2023-06-26,3206
2023-06-27,3212
2023-06-28,3292
2023-06-29,3218
2023-06-30,3318
2023-07-03,3364
2023-07-05,3334
2023-07-06,3277
2023-07-07,3274
2023-07-10,3299
2023-07-11,3296
2023-07-12,3299
2023-07-13,3232
2023-07-14,3307
2023-07-17,3359
2023-07-18,3407
2023-07-19,3433
2023-07-20,3388
2023-07-21,3415
2023-07-24,3417
2023-07-25,3470
2023-07-26,3552
2023-07-27,3529
2023-07-28,3525
2023-07-31,3548
2023-08-01,3543
2023-08-02,3562
2023-08-03,3491
2023-08-04,3510
2023-08-07,3476
2023-08-08,3333
2023-08-09,3319
2023-08-10,3282
2023-08-11,3297
2023-08-14,3321
2023-08-15,3340
2023-08-16,3372
2023-08-17,3413
2023-08-18,3366
2023-08-21,3355
2023-08-22,3329
2023-08-23,3323
2023-08-24,3363
2023-08-25,3430
2023-08-28,3442
2023-08-29,3555
2023-08-30,3606
2023-08-31,3602
2023-09-01,3574
2023-09-05,3560
2023-09-06,3577
2023-09-07,3573
2023-09-08,3609
2023-09-11,3611
2023-09-12,3772
2023-09-13,3849
2023-09-14,3853
2023-09-15,3757
2023-09-18,3621
2023-09-19,3642
2023-09-20,3570
2023-09-21,3595
2023-09-22,3582
2023-09-25,3496
2023-09-26,3500
2023-09-27,3416
2023-09-28,3459
2023-09-29,3418
2023-10-02,3502
2023-10-03,3428
2023-10-04,3431
2023-10-05,3400
2023-10-06,3453
2023-10-09,3435
2023-10-10,3474
2023-10-11,3432
2023-10-12,3490
2023-10-13,3499
2023-10-16,3591
2023-10-17,3635
2023-10-18,3639
2023-10-19,3648
2023-10-20,3694
2023-10-23,3759
2023-10-24,3729
2023-10-25,3735
2023-10-26,3810
2023-10-27,3852
2023-10-30,3826
2023-10-31,3817
2023-11-01,3794
2023-11-02,3865
2023-11-03,3898
2023-11-06,3914
2023-11-07,3883
2023-11-08,3916
2023-11-09,3949
2023-11-10,3991
2023-11-13,4051
2023-11-14,3946
2023-11-15,3939
2023-11-16,4004
2023-11-17,4083
2023-11-20,4034
2023-11-21,4227
2023-11-22,4173
2023-11-24,4219
2023-11-27,4260
2023-11-28,4370
2023-11-29,4438
2023-11-30,4475
2023-12-01,4398
2023-12-04,4271
2023-12-05,4206
2023-12-06,4241
2023-12-07,4340
2023-12-08,4381
2023-12-11,4351
2023-12-12,4375
2023-12-13,4395
2023-12-14,4267
2023-12-15,4244
2023-12-18,4271
2023-12-19,4289
2023-12-20,4309
2023-12-21,4288
2023-12-22,4311
2023-12-26,4283
2023-12-27,4280
2023-12-28,4256
2023-12-29,4196
2024-01-02,4275
2024-01-03,4238
2024-01-04,4260
2024-01-05,4204
2024-01-08,4094
2024-01-09,4162
2024-01-10,4206
2024-01-11,4274
2024-01-12,4323
2024-01-16,4429
2024-01-17,4448
2024-01-18,4458
2024-01-19,4583
2024-01-22,4565
2024-01-23,4634
2024-01-24,4785
2024-01-25,4625
2024-01-26,4672
2024-01-29,4732
2024-01-30,4805
2024-01-31,4822
2024-02-01,4956
2024-02-02,5009
2024-02-05,5189
2024-02-06,5220
2024-02-07,5410
2024-02-08,5805
2024-02-09,5888
2024-02-12,5860
2024-02-13,6001
2024-02-14,5949
2024-02-15,5961
2024-02-16,5706
2024-02-20,5999
2024-02-21,6198
2024-02-22,6169
2024-02-23,6562
2024-02-26,6884
2024-02-27,6755
2024-02-28,6380
2024-02-29,6510
2024-03-01,6826
2024-03-04,7057
2024-03-05,6970
2024-03-06,7170
2024-03-07,7054
2024-03-08,6997
2024-03-11,7329
2024-03-12,8048
2024-03-13,8034
2024-03-14,7405
2024-03-15,8018
2024-03-18,8172
2024-03-19,8027
2024-03-20,8324
2024-03-21,8559
2024-03-22,8939
2024-03-25,9649
2024-03-26,9622
2024-03-27,9843
2024-03-28,9766
2024-04-01,10120
2024-04-02,9949
2024-04-03,9524
2024-04-04,9462
2024-04-05,9795
2024-04-08,9895
2024-04-09,10204
2024-04-10,10411
2024-04-11,10373
2024-04-12,10987
2024-04-15,11001
2024-04-16,10243
2024-04-17,10340
2024-04-18,11311
2024-04-19,11878
2024-04-22,11166
2024-04-23,10584
2024-04-24,11043
2024-04-25,10988
2024-04-26,10729
2024-04-29,9983
2024-04-30,10133
2024-05-01,9183
2024-05-02,8483
2024-05-03,8505
2024-05-06,8571
2024-05-07,9593
2024-05-08,9617
2024-05-09,9678
2024-05-10,9874
2024-05-13,8149
2024-05-14,8751
2024-05-15,9066
2024-05-16,7393
2024-05-17,7348
2024-05-20,7216
2024-05-21,7394
2024-05-22,7536
2024-05-23,8109
2024-05-24,8294
2024-05-28,8780
2024-05-29,9309
2024-05-30,9257
2024-05-31,9331
2024-06-03,9775
2024-06-04,9557
2024-06-05,9408
2024-06-06,9872
2024-06-07,9933
2024-06-10,9687
2024-06-11,9910
2024-06-12,10539
2024-06-13,10810
2024-06-14,10294
2024-06-17,9659
2024-06-18,9938
2024-06-20,9598
2024-06-21,8995
2024-06-24,7978
2024-06-25,7967
2024-06-26,7797
2024-06-27,7397
2024-06-28,7729
2024-07-01,7352
2024-07-02,7773
2024-07-03,7811
2024-07-05,7721
2024-07-08,7693
2024-07-09,8023
2024-07-10,8197
2024-07-11,8441
2024-07-12,8523
2024-07-15,8463
2024-07-16,8320
2024-07-17,7763
2024-07-18,8068
2024-07-19,7689
2024-07-22,8398
2024-07-23,8286
2024-07-24,8227
2024-07-25,7805
2024-07-26,8038
2024-07-29,7716
2024-07-30,8136
2024-07-31,8092
2024-08-01,7562
2024-08-02,7520
2024-08-05,7901
2024-08-06,8223
2024-08-07,8586
2024-08-08,8178
2024-08-09,9098
2024-08-12,8731
2024-08-13,8862
2024-08-14,8833
2024-08-15,8485
2024-08-16,8637
2024-08-19,9173
2024-08-20,9486
2024-08-21,9582
2024-08-22,9689
2024-08-23,9821
2024-08-26,9880
2024-08-27,9785
2024-08-28,9730
2024-08-29,9600
2024-08-30,9666
2024-09-03,9663
2024-09-04,9282
2024-09-05,9539
2024-09-06,9459
2024-09-09,9839
2024-09-10,9654
2024-09-11,10115
2024-09-12,9968
2024-09-13,10079
2024-09-16,7767
2024-09-17,7620
2024-09-18,7814
2024-09-19,7750
2024-09-20,7658
2024-09-23,7786
2024-09-24,7867
2024-09-25,7955
2024-09-26,8122
2024-09-27,8281
2024-09-30,7722
2024-10-01,7039
2024-10-02,7064
2024-10-03,7030
2024-10-04,7069
2024-10-07,6908
2024-10-08,7050
2024-10-09,7351
2024-10-10,7529
2024-10-11,7739
2024-10-14,7615
2024-10-15,7942
2024-10-16,7765
2024-10-17,7771
2024-10-18,7450
2024-10-21,7394
2024-10-22,7140
2024-10-23,7001
2024-10-24,6756
2024-10-25,6770
2024-10-28,6917
2024-10-29,7267
2024-10-30,7391
2024-10-31,7334
2024-11-01,7341
2024-11-04,7328
2024-11-05,7251
2024-11-06,6924
2024-11-07,7360
2024-11-08,7117
2024-11-11,7298
2024-11-12,7867
2024-11-13,8163
2024-11-14,8686
2024-11-15,8607
2024-11-18,8404
2024-11-19,8574
2024-11-20,8340
2024-11-21,8449
2024-11-22,8897
2024-11-25,8863
2024-11-26,9033
2024-11-27,8844
2024-11-29,9220
2024-12-02,9197
2024-12-03,8833
2024-12-04,9196
2024-12-05,9648
2024-12-06,9767
2024-12-09,9977
2024-12-10,10387
2024-12-11,10458
2024-12-12,10702
2024-12-13,11181
2024-12-16,11821
2024-12-17,11765
2024-12-18,12565
2024-12-19,12107
2024-12-20,11954
2024-12-23,11746
2024-12-24,11852
2024-12-26,11027
2024-12-27,10124
2024-12-30,11507
2024-12-31,11675
2025-01-02,11137
2025-01-03,11238
2025-01-06,11377
2025-01-07,11210
2025-01-08,10453
2025-01-09,10927
2025-01-10,10570
2025-01-13,10928
2025-01-14,10951
2025-01-15,10821
2025-01-16,10502
2025-01-17,11173
2025-01-21,11559
2025-01-22,11675
2025-01-23,11552
2025-01-24,11593
2025-01-27,11372
2025-01-28,11374
2025-01-29,11745
2025-01-30,11207
2025-01-31,10987
2025-02-03,11002
2025-02-04,10913
2025-02-05,10514
2025-02-06,10094
2025-02-07,10018
2025-02-10,9714
2025-02-11,10131
2025-02-12,10006
2025-02-13,10381
2025-02-14,10159
2025-02-18,10301
2025-02-19,10218
2025-02-20,10075
2025-02-21,8934
2025-02-24,8352
2025-02-25,8675
2025-02-26,9100
2025-02-27,9130
2025-02-28,9014
2025-03-03,8082
2025-03-04,8225
2025-03-05,7915
2025-03-06,8036
2025-03-07,8141
2025-03-10,8279
2025-03-11,8151
2025-03-12,8204
2025-03-13,8031
2025-03-14,7728
2025-03-17,7827
2025-03-18,8021
2025-03-19,8121
2025-03-20,8071
2025-03-21,7765
2025-03-24,8079
2025-03-25,7995
2025-03-26,8044
2025-03-27,7979
2025-03-28,8042
2025-03-31,7902
2025-04-01,8177
2025-04-02,8968
2025-04-03,9291
2025-04-04,8512
2025-04-07,8053
2025-04-08,7755
2025-04-09,8447
2025-04-10,8088
2025-04-11,8511
2025-04-14,8247
2025-04-15,8002
2025-04-16,8096
2025-04-17,8365
2025-04-21,8810
2025-04-22,9310
2025-04-23,9104
2025-04-24,9391
2025-04-25,9652
2025-04-28,9217
2025-04-29,9146
2025-04-30,9127
2025-05-01,8973
2025-05-02,9127
2025-05-05,8758
2025-05-06,9175
2025-05-07,9398
2025-05-08,9268
2025-05-09,9387
2025-05-12,9340
2025-05-13,10171
2025-05-14,10129
2025-05-15,10257
2025-05-16,10898
2025-05-19,10974
2025-05-20,10874
2025-05-21,10719
2025-05-22,10278
2025-05-23,9764
2025-05-27,9739
2025-05-28,9634
2025-05-29,9110
2025-05-30,9791
2025-06-02,9474
2025-06-03,9775
2025-06-04,9948
2025-06-05,10076
2025-06-06,10259
2025-06-09,10174
2025-06-10,9602
2025-06-11,9549
2025-06-12,9858
2025-06-13,9768
2025-06-16,10035
2025-06-17,9943
2025-06-18,9680
2025-06-20,8459
2025-06-23,9189
2025-06-24,9436
2025-06-25,9081
2025-06-26,9361
2025-06-27,9231
2025-06-30,9356
2025-07-01,9000
2025-07-02,8904
2025-07-03,8780
2025-07-07,8879
2025-07-08,8760
2025-07-09,9046
2025-07-10,8742
2025-07-11,8840
2025-07-14,8950
2025-07-15,8567
2025-07-16,8322
2025-07-17,7309
2025-07-18,7800
2025-07-21,8156
2025-07-22,8149
2025-07-23,8440
2025-07-24,8124
2025-07-25,8329
2025-07-28,8518
2025-07-29,8220
2025-07-30,8192
2025-07-31,8506
2025-08-01,8232
2025-08-04,8102
2025-08-05,8363
2025-08-06,8470
2025-08-07,8644
2025-08-08,8526
2025-08-11,8778
2025-08-12,8793
2025-08-13,8566
2025-08-14,8225
2025-08-15,8235
2025-08-18,8047
2025-08-19,8012
2025-08-20,7675
2025-08-21,7435
2025-08-22,7582
2025-08-25,7957
2025-08-26,7532
2025-08-27,7731
2025-08-28,7738
2025-08-29,7635
2025-09-02,7420
2025-09-03,7475
2025-09-04,7205
2025-09-05,7382
2025-09-08,7131
2025-09-09,7270
2025-09-10,7356
2025-09-11,7451
2025-09-12,7315
2025-09-15,7539
2025-09-16,7371
2025-09-17,7385
2025-09-18,7233
2025-09-19,7243
2025-09-22,6959
2025-09-23,6992
2025-09-24,7048
2025-09-25,6925
2025-09-26,6908
2025-09-29,6998
2025-09-30,6749
2025-10-01,6675
2025-10-02,6481
2025-10-03,6190
2025-10-06,6283
2025-10-07,6179
2025-10-08,6000
2025-10-09,5945
2025-10-10,5848
2025-10-13,5822
2025-10-14,5899
2025-10-15,5809
2025-10-16,5991
2025-10-17,5895
2025-10-20,5899
2025-10-21,5916
2025-10-22,6298
2025-10-23,6339
2025-10-24,6319
2025-10-27,6182
2025-10-28,6002
2025-10-29,6044
2025-10-30,6058
2025-10-31,6151
2025-11-03,6559
2025-11-04,6600
2025-11-05,6396
2025-11-06,6185
2025-11-07,6013
2025-11-10,6102
2025-11-11,5829
2025-11-12,5625
2025-11-13,5487
2025-11-14,5287
2025-11-17,5264
2025-11-18,5262
2025-11-19,4943
2025-11-20,5108
2025-11-21,5084
2025-11-24,5090
2025-11-25,4999
2025-11-26,4993
2025-11-28,5404
2025-12-01,5456
2025-12-02,5401
2025-12-03,5453
2025-12-04,5434
2025-12-05,5643
2025-12-08,5648
2025-12-09,5829
2025-12-10,6168
2025-12-11,6235
2025-12-12,6226
2025-12-15,5823
2025-12-16,5998
2025-12-17,5978
2025-12-18,5934
2025-12-19,5845
2025-12-22,5887
2025-12-23,5958
2025-12-24,5966
2025-12-26,5953
2025-12-29,6242
2025-12-30,6063
2025-12-31,6065
2026-01-02,5871
2026-01-05,6077
2026-01-06,5954
2026-01-07,5915
2026-01-08,6077
2026-01-09,5345
2026-01-12,5443
2026-01-13,5224
2026-01-14,5090
2026-01-15,4966
2026-01-16,5076
2026-01-20,4648
2026-01-21,4448
2026-01-22,4469
2026-01-23,4201
2026-01-26,4348
2026-01-27,4433
2026-01-28,4150
2026-01-29,4177
2026-01-30,4165
2026-02-02,4210
2026-02-03,4300
2026-02-04,4086
2026-02-05,4209
2026-02-06,4197
2026-02-09,4102
2026-02-10,3805
2026-02-11,3762
2026-02-12,3632
2026-02-13,3581
2026-02-17,3384
2026-02-18,3226
2026-02-19,2968
2026-02-20,3080
2026-02-23,3004
2026-02-24,2997
2026-02-25,2957
2026-02-26,2974
2026-02-27,2798
2026-03-02,2931
2026-03-03,2925
2026-03-04,2968
2026-03-05,2963
2026-03-06,3138
2026-03-09,3197
2026-03-10,3356
2026-03-11,3337
2026-03-12,3223
2026-03-13,3205
2026-03-16,3328
2026-03-17,3349
2026-03-18,3260
2026-03-19,3331
2026-03-20,3255
2026-03-23,3180
2026-03-24,3235
2026-03-25,3133
2026-03-26,3164
2026-03-27,3165
2026-03-30,3155
2026-03-31,3300
2026-04-01,3345
2026-04-02,3245
2026-04-06,3235
2026-04-07,3028
2026-04-08,3196
2026-04-09,3162
2026-04-10,3246
2026-04-13,3278
2026-04-14,3557
2026-04-15,3477
2026-04-16,3367
2026-04-17,3186
2026-04-20,3298
2026-04-21,3220
2026-04-22,3339
2026-04-23,3369
2026-04-24,3349
2026-04-27,3218
2026-04-28,3305
2026-04-29,3335
2026-04-30,3494
2026-05-01,3521
2026-05-04,3812
2026-05-05,4003
2026-05-06,4064
2026-05-07,4356
2026-05-08,4113
2026-05-11,4632
2026-05-12,4503
2026-05-13,4309
2026-05-14,4189
2026-05-15,4002
2026-05-18,3791
2026-05-19,3907
2026-05-20,3889
2026-05-21,3767
2026-05-22,3796
2026-05-26,4169
2026-05-27,4140
2026-05-28,4099
2026-05-29,3923
2026-06-01,3895
2026-06-02,4108
2026-06-03,4072
2026-06-04,3965
2026-06-05,3762
2026-06-08,3831
2026-06-09,3831
2026-06-10,3757
2026-06-11,3710
2026-06-12,3779
2026-06-15,3882
2026-06-16,4142
2026-06-17,4144
2026-06-18,4143
2026-06-22,4525
2026-06-23,4545
2026-06-24,4902
2026-06-25,5159
2026-06-26,5014
2026-06-29,4895
2026-06-30,5002
2026-07-01,5006
2026-07-02,4949
2026-07-06,5602
2026-07-07,5667
2026-07-08,5959
2026-07-09,6309
2026-07-10,5919
2026-07-13,5696
2026-07-14,5660
2026-07-15,5737
2026-07-16,5216
2026-07-17,5533
2026-07-20,5520
2026-07-21,5607
2026-07-22,5328
2026-07-23,5301
